證券代號,證券名稱,本週股額,上週股額,增減數額,增減比率,發行比率(剩餘比率),2025-11-28 00:00:00
11011,台泥一永,80000,80000,0,0.0,100.0,
12561,鮮活果汁一KY,2000,2000,0,0.0,100.0,
13164,上曜四,1340,1340,0,0.0,33.5,
13166,上曜六,4000,4000,0,0.0,100.0,
13382,廣華二KY,6000,6000,0,0.0,100.0,
140201,遠東新E1永,10000,10000,0,0.0,100.0,
140202,遠東新E2永,14992,14992,0,0.0,99.94,
14363,華友聯三,6000,6000,0,0.0,100.0,
14364,華友聯四,20000,20000,0,0.0,100.0,
14381,三地開發一,9700,9700,0,0.0,100.0,
14664,聚隆四,4000,4000,0,0.0,100.0,
14722,三洋實業二,3000,3000,0,0.0,100.0,
14723,三洋實業三,4000,4000,0,0.0,100.0,
14743,弘裕三,3000,3000,0,0.0,100.0,
15142,亞力二,12000,12000,0,0.0,100.0,
15261,日馳一,5000,5000,0,0.0,100.0,
15364,和大四,15000,15000,0,0.0,100.0,
15601,中砂一,9994,9994,0,0.0,99.94,
15864,和勤四,2000,2000,0,0.0,100.0,
15865,和勤五,2902,2902,0,0.0,96.73,
15894,永冠四KY,10316,10316,0,0.0,68.77,
15952,川寶二,910,910,0,0.0,30.33,
15984,岱宇四,2000,2000,0,0.0,100.0,
16095,大亞五,20000,20000,0,0.0,100.0,
17813,合世三,2000,2000,0,0.0,100.0,
17863,科妍三,4000,4000,0,0.0,100.0,
18156,富喬六,85,85,0,0.0,2.12,
19094,榮成四,160,160,0,0.0,2.28,
20343,允強三,1524,1572,-48,-3.05,15.24,
20344,允強四,20000,20000,0,0.0,100.0,
20632,世鎧二,145,145,0,0.0,2.41,
20662,世德二,2378,2378,0,0.0,59.45,
21043,國際中橡三,35000,35000,0,0.0,100.0,
22013,裕隆三,69999,69999,0,0.0,99.99,
22283,劍麟三,2787,2787,0,0.0,92.9,
22362,百達二KY,5,5,0,0.0,0.25,
22471,汎德永業一,10000,10000,0,0.0,100.0,
22472,汎德永業二,10000,10000,0,0.0,100.0,
23372,旺宏二,15099,15155,-56,-0.36,50.33,
23383,光罩三,979,979,0,0.0,4.89,
23511,順德一,12000,12000,0,0.0,100.0,
23682,金像電二,3221,3489,-268,-7.68,8.05,
23683,金像電三,90000,0,90000,0.0,100.0,
24023,毅嘉三,10000,10000,0,0.0,100.0,
24271,三商電一,4684,4684,0,0.0,93.68,
24361,偉詮電一,10999,10999,0,0.0,99.99,
24394,美律四,25000,25000,0,0.0,100.0,
24395,美律五,5000,5000,0,0.0,100.0,
24423,新美齊三,9001,9001,0,0.0,90.01,
24424,新美齊四,5928,5928,0,0.0,98.8,
24616,光群雷六,2561,2561,0,0.0,42.68,
24624,良得電四,2443,2443,0,0.0,61.07,
24642,盟立二,9803,9803,0,0.0,98.03,
24762,鉅祥二,3895,3895,0,0.0,38.95,
24866,一詮六,6000,6000,0,0.0,100.0,
25283,皇普三,6000,6000,0,0.0,100.0,
25284,皇普四,5000,5000,0,0.0,100.0,
25303,華建三,5000,5000,0,0.0,100.0,
25304,華建四,7607,7607,0,0.0,95.08,
25483,華固三,40000,40000,0,0.0,100.0,
25484,華固四,20000,20000,0,0.0,100.0,
26107,華航七,10349,10349,0,0.0,22.99,
26417,正德七,5767,5767,0,0.0,97.74,
26418,正德八,7251,7251,0,0.0,92.96,
27271,王品一,6999,6999,0,0.0,99.98,
27323,六角三,6000,6000,0,0.0,100.0,
27431,山富一,3000,3000,0,0.0,100.0,
27531,八方雲集一,8000,8000,0,0.0,100.0,
27532,八方雲集二,2000,2000,0,0.0,100.0,
27551,揚秦一,1212,1212,0,0.0,60.6,
27561,聯發國際一,2950,2950,0,0.0,98.33,
29051,三商一,2547,2547,0,0.0,11.07,
29061,高林一,4600,4600,0,0.0,46.0,
30061,晶豪科一,9999,9999,0,0.0,99.99,
30134,晟銘電四,5000,5000,0,0.0,100.0,
30165,嘉晶五,5000,5000,0,0.0,100.0,
30238,信邦八,8167,8167,0,0.0,81.67,
30321,偉訓一,10000,10000,0,0.0,100.0,
30322,偉訓二,10000,0,10000,0.0,100.0,
30336,威健六,4359,4359,0,0.0,21.79,
30337,威健七,25000,25000,0,0.0,100.0,
30371,欣興一,40000,40000,0,0.0,100.0,
30401,遠見一,3668,3668,0,0.0,73.36,
30454,台灣大四,70000,70000,0,0.0,100.0,
30455,台灣大五,30000,30000,0,0.0,100.0,
30882,艾訊二,3686,3686,0,0.0,46.07,
30922,鴻碩二,463,463,0,0.0,18.52,
30954,及成四,1500,1500,0,0.0,100.0,
31222,笙泉二,1991,1991,0,0.0,99.55,
31282,昇銳二,1083,1083,0,0.0,36.1,
31311,弘塑一,10000,10000,0,0.0,100.0,
31312,弘塑二,10000,10000,0,0.0,100.0,
31382,耀登二,7000,7000,0,0.0,100.0,
31413,晶宏三,8000,8000,0,0.0,100.0,
31672,大量二,5000,5000,0,0.0,100.0,
31882,鑫龍騰二,6000,6000,0,0.0,100.0,
32071,耀勝一,4871,4871,0,0.0,97.42,
32571,虹冠電一,5000,5000,0,0.0,100.0,
32723,東碩三,2997,2997,0,0.0,99.9,
32843,太普高三,2000,2000,0,0.0,100.0,
33035,岱稜五,5000,5000,0,0.0,100.0,
33055,昇貿五,1090,1093,-3,-0.27,13.62,
33121,弘憶股一,9999,9999,0,0.0,99.99,
33133,斐成三,3943,3943,0,0.0,98.57,
33225,建舜電五,1500,1500,0,0.0,100.0,
33233,加百裕三,775,775,0,0.0,19.37,
33245,雙鴻五,15000,15000,0,0.0,100.0,
33465,麗清五,202,202,0,0.0,6.73,
33466,麗清六,3000,3000,0,0.0,100.0,
33571,臺慶科一,9603,9829,-226,-2.29,87.3,
33621,先進光一,11999,11999,0,0.0,99.99,
33763,新日興三,7969,7969,0,0.0,99.61,
33881,崇越電一,6999,6999,0,0.0,99.98,
33902,旭軟二,2000,2000,0,0.0,100.0,
34163,融程電三,4198,4203,-5,-0.11,83.96,
34793,安勤三,6500,6500,0,0.0,100.0,
34834,力致四,2000,2000,0,0.0,100.0,
34843,崧騰三,2545,2545,0,0.0,63.62,
34912,昇達科二,392,1119,-727,-64.96,3.92,
35161,亞帝歐一,3500,3500,0,0.0,100.0,
35181,柏騰一,3000,3000,0,0.0,100.0,
35221,御嵿一,1231,1231,0,0.0,82.06,
35265,凡甲五,2516,2537,-21,-0.82,31.45,
35266,凡甲六,7875,7875,0,0.0,78.75,
35267,凡甲七,15000,15000,0,0.0,100.0,
35482,兆利二,7999,7999,0,0.0,99.98,
35483,兆利三,15000,15000,0,0.0,100.0,
35513,世禾三,5000,5000,0,0.0,100.0,
35642,其陽二,5000,5000,0,0.0,100.0,
35831,辛耘一,2000,2000,0,0.0,100.0,
35832,辛耘二,9989,9989,0,0.0,99.89,
35871,閎康一,4507,4507,0,0.0,75.11,
35914,艾笛森四,3000,3000,0,0.0,100.0,
36053,宏致三,1357,1357,0,0.0,13.57,
36173,碩天三,15000,15000,0,0.0,100.0,
36534,健策四,3079,4378,-1299,-29.67,10.26,
36535,健策五,3033,4154,-1121,-26.98,15.16,
36804,家登四,3561,3561,0,0.0,35.61,
36841,榮昌一,3000,3000,0,0.0,100.0,
36872,歐買尬二,4000,4000,0,0.0,100.0,
36873,歐買尬三,2000,2000,0,0.0,100.0,
36894,湧德四,183,194,-11,-5.67,3.66,
36913,碩禾三,20000,20000,0,0.0,100.0,
37012,大眾控二,291,291,0,0.0,4.85,
37022,大聯大二,35000,35000,0,0.0,100.0,
37023,大聯大三,20000,20000,0,0.0,100.0,
37075,漢磊五,7943,8940,-997,-11.15,79.43,
37083,上緯投控三,3037,3037,0,0.0,30.37,
37084,上緯投控四,632,637,-5,-0.78,6.32,
37131,新晶投控一,386,386,0,0.0,7.72,
41135,聯上五,4000,4000,0,0.0,100.0,
41236,晟德六,6362,6362,0,0.0,90.88,
41237,晟德七,19443,19443,0,0.0,77.77,
41295,聯合五,6999,6999,0,0.0,99.98,
41372,麗豐二KY,11000,11000,0,0.0,100.0,
41645,承業醫五,9000,9000,0,0.0,100.0,
41684,醣聯四,5000,5000,0,0.0,100.0,
41903,佐登三KY,6417,6417,0,0.0,91.67,
44163,三圓三,9559,9559,0,0.0,95.59,
44383,廣越三,8000,8000,0,0.0,100.0,
44391,冠星一KY,4999,4999,0,0.0,99.98,
44421,竣邦一KY,1167,1198,-31,-2.58,77.8,
45102,高鋒二,8532,8532,0,0.0,94.8,
45402,全球傳動二,170,170,0,0.0,5.66,
45421,科嶠一,2967,2967,0,0.0,98.9,
45491,桓達一,5000,5000,0,0.0,100.0,
45554,氣立四,5000,5000,0,0.0,100.0,
45581,寶緯一,3000,3000,0,0.0,100.0,
45641,元翎一,5500,5500,0,0.0,100.0,
45663,時碩工業三,416,416,0,0.0,5.2,
45691,六方科一KY,5000,5000,0,0.0,100.0,
45721,駐龍一,5000,5000,0,0.0,100.0,
45811,光隆精密一KY,5000,5000,0,0.0,100.0,
47223,國精化三,5000,5000,0,0.0,100.0,
47393,康普三,6945,6945,0,0.0,99.21,
47442,皇將二,17,107,-90,-84.11,1.13,
47471,強生一,615,615,0,0.0,15.37,
47721,台特化一,20000,0,20000,0.0,100.0,
49066,正文六,6452,6452,0,0.0,43.01,
49165,事欣科五,357,357,0,0.0,7.14,
49793,華星光三,6000,6000,0,0.0,100.0,
49794,華星光四,2000,2000,0,0.0,100.0,
50097,榮剛七,49999,49999,0,0.0,99.99,
52011,凱衛一,1000,1000,0,0.0,100.0,
52091,新鼎一,2996,2996,0,0.0,99.86,
52121,凌網一,4000,4000,0,0.0,100.0,
52251,東科一KY,0,5,-5,-100.0,0.14,
52303,雷笛克光學三,596,596,0,0.0,19.86,
52441,弘凱一,4863,4863,0,0.0,97.26,
52452,智晶二,2952,2952,0,0.0,98.4,
52635,智崴五,4037,4037,0,0.0,50.46,
53064,桂盟四,9999,9999,0,0.0,99.99,
53095,系統電五,455,455,0,0.0,9.1,
53211,美而快一,2000,2000,0,0.0,100.0,
53887,中磊七,30000,30000,0,0.0,100.0,
54342,崇越二,3104,3105,-1,-0.03,31.04,
54391,高技一,20000,20000,0,0.0,100.0,
54501,南良一,4998,4998,0,0.0,99.96,
54573,宣德三,20000,20000,0,0.0,100.0,
55433,桓鼎三KY,1000,1000,0,0.0,100.0,
55434,桓鼎四KY,1000,1000,0,0.0,100.0,
56086,四維航六,4999,4999,0,0.0,99.98,
56087,四維航七,6000,6000,0,0.0,100.0,
59055,南仁湖四,1986,1986,0,0.0,33.1,
60151,宏遠證一,1244,1244,0,0.0,17.77,
60152,宏遠證二,1650,1650,0,0.0,27.5,
61041,創惟一,4368,4368,0,0.0,87.36,
61112,大宇資二,3000,3000,0,0.0,100.0,
61171,迎廣一,2008,2008,0,0.0,40.16,
61172,迎廣二,4742,4742,0,0.0,94.84,
61255,廣運五,5700,5700,0,0.0,95.0,
61263,信音三,1990,1990,0,0.0,39.8,
61394,亞翔四,328,342,-14,-4.09,6.56,
61506,撼訊六,4000,4000,0,0.0,100.0,
61565,松上五,3500,3500,0,0.0,100.0,
61635,華電網五,3000,3000,0,0.0,100.0,
61777,達麗七,6000,6000,0,0.0,100.0,
61793,亞通三,473,473,0,0.0,15.76,
61794,亞通四,5954,5954,0,0.0,99.23,
61827,合晶七,2976,2976,0,0.0,99.2,
61828,合晶八,15000,15000,0,0.0,100.0,
61843,大豐電三,13065,13065,0,0.0,87.1,
61875,萬潤五,2204,2204,0,0.0,44.08,
61894,豐藝四,1248,1248,0,0.0,24.96,
61907,萬泰科七,10000,10000,0,0.0,100.0,
61965,帆宣五,2558,2594,-36,-1.38,10.23,
61973,佳必琪三,10000,10000,0,0.0,100.0,
62075,雷科五,6000,6000,0,0.0,100.0,
62076,雷科六,2000,2000,0,0.0,100.0,
62093,今國光三,4500,4500,0,0.0,100.0,
62194,富旺四,6000,6000,0,0.0,100.0,
62235,旺矽五,3626,6818,-3192,-46.81,10.36,
62433,迅杰三,3000,3000,0,0.0,100.0,
62695,台郡五,20000,20000,0,0.0,100.0,
62696,台郡六,10000,10000,0,0.0,100.0,
62745,台燿五,40000,40000,0,0.0,100.0,
62756,元山六,156,156,0,0.0,5.2,
62822,康舒二,40000,40000,0,0.0,100.0,
62843,佳邦三,7000,7000,0,0.0,100.0,
629010,良維十,1164,1238,-74,-5.97,14.55,
64145,樺漢五,29997,29997,0,0.0,99.99,
64146,樺漢六,10000,10000,0,0.0,66.66,
64251,易發一,1553,1553,0,0.0,77.65,
64324,今展科四,2175,2175,0,0.0,87.0,
64512,訊芯二KY,25000,25000,0,0.0,100.0,
64693,大樹三,10000,10000,0,0.0,100.0,
64773,安集三,1931,1931,0,0.0,38.62,
64774,安集四,374,374,0,0.0,3.74,
64775,安集五,6000,6000,0,0.0,100.0,
65096,聚和六,5000,5000,0,0.0,100.0,
65331,晶心科一,15000,15000,0,0.0,100.0,
65381,倉和一,3000,3000,0,0.0,100.0,
65461,正基一,5036,5036,0,0.0,83.93,
65521,易華電一,5000,5000,0,0.0,100.0,
65841,南俊國際一,1994,2231,-237,-10.62,28.48,
65842,南俊國際二,1918,1999,-81,-4.05,63.93,
65851,鼎基一,2731,2731,0,0.0,54.62,
65852,鼎基二,806,806,0,0.0,40.3,
65914,動力四KY,2500,2500,0,0.0,100.0,
65931,台灣銘板一,348,348,0,0.0,11.6,
66163,特昇三KY,1070,1070,0,0.0,89.16,
66241,萬年清一,1000,1000,0,0.0,100.0,
66292,泰金二KY,2934,2934,0,0.0,97.8,
66411,基士德一KY,814,814,0,0.0,27.13,
66451,金萬林一創,700,700,0,0.0,100.0,
66642,群翊二,12500,12500,0,0.0,100.0,
66801,鑫創電子一,3122,3122,0,0.0,89.2,
67062,惠特二,5000,5000,0,0.0,100.0,
67152,嘉基二,3000,3000,0,0.0,100.0,
67531,龍德造船一,5217,5217,0,0.0,52.17,
67681,志強一KY,5910,5910,0,0.0,59.1,
67711,平和環保一創,3500,3500,0,0.0,100.0,
67961,晉弘一,2000,2000,0,0.0,100.0,
68041,明係一,1991,1991,0,0.0,99.55,
68061,森崴能源一,20318,20318,0,0.0,67.72,
68211,聯寶一,3000,3000,0,0.0,100.0,
68231,濾能一,1,1,0,0.0,0.04,
68301,汎銓一,4999,4999,0,0.0,99.98,
68351,圓裕一,6000,6000,0,0.0,100.0,
68401,東研信超一,1995,1995,0,0.0,99.75,
68431,進典一,3000,3000,0,0.0,100.0,
68461,綠茵一,3490,3490,0,0.0,99.71,
68462,綠茵二,3489,3489,0,0.0,99.68,
68541,錼創科技一KY創,8000,8000,0,0.0,100.0,
68631,永道一KY,10000,10000,0,0.0,100.0,
68701,騰雲一,3500,3500,0,0.0,100.0,
68702,騰雲二,3499,3499,0,0.0,99.97,
68731,泓德能源一,235,235,0,0.0,2.35,
68732,泓德能源二,30000,30000,0,0.0,100.0,
68741,倍力一,3000,3000,0,0.0,100.0,
68901,來億一KY,45000,0,45000,0.0,100.0,
69571,裕慶一KY,10000,10000,0,0.0,100.0,
69821,大井泵浦一,2994,2994,0,0.0,99.8,
69822,大井泵浦二,1990,1990,0,0.0,99.5,
74022,邑錡二,4000,4000,0,0.0,100.0,
75561,意德士一永,1000,1000,0,0.0,100.0,
75562,意德士二,2000,2000,0,0.0,100.0,
77131,威力德生醫一,5000,5000,0,0.0,100.0,
80273,鈦昇三,3572,3572,0,0.0,35.72,
80282,昇陽半導體二,16603,16603,0,0.0,83.01,
80506,廣積六,7577,7577,0,0.0,47.35,
80872,麗升能源二,4979,4979,0,0.0,99.58,
80914,翔名四,5500,5500,0,0.0,100.0,
80924,建暐四,924,924,0,0.0,54.35,
81042,錸寶二,839,839,0,0.0,13.98,
811210,至上十,30000,30000,0,0.0,100.0,
81473,正淩三,2988,2988,0,0.0,99.6,
81551,博智一,8923,8950,-27,-0.3,89.23,
81714,天宇四,2500,2500,0,0.0,100.0,
81715,天宇五,2368,2368,0,0.0,94.72,
82551,朋程一,7999,7999,0,0.0,99.98,
82992,群聯二,23478,28889,-5411,-18.73,39.13,
83742,羅昇二,5000,5000,0,0.0,100.0,
84041,百和興業一KY,10000,10000,0,0.0,100.0,
84113,福貞三KY,12000,12000,0,0.0,100.0,
84221,可寧衛一,12775,14476,-1701,-11.75,51.1,
84222,可寧衛二,19986,19997,-11,-0.05,99.93,
84331,弘帆一,1269,1269,0,0.0,42.3,
84332,弘帆二,1000,1000,0,0.0,100.0,
84333,弘帆三,4000,4000,0,0.0,100.0,
84422,威宏二KY,3615,3615,0,0.0,90.37,
84623,柏文三,2670,2670,0,0.0,89.0,
84662,美吉吉二KY,252,252,0,0.0,5.04,
84672,波力二KY,1160,1160,0,0.0,55.23,
84673,波力三KY,3633,3633,0,0.0,93.15,
84732,山林水二,2488,2488,0,0.0,24.88,
84781,東哥遊艇一,15000,15000,0,0.0,100.0,
84881,吉源一KY,3000,3000,0,0.0,100.0,
84891,三貝德一,2027,2027,0,0.0,67.56,
89277,北基七,5900,5900,0,0.0,100.0,
89278,北基八,4998,4998,0,0.0,99.96,
89964,高力四,2678,2678,0,0.0,26.78,
98026,鈺齊六KY,9998,9998,0,0.0,99.98,
99063,欣巴巴三,7000,7000,0,0.0,100.0,
99332,中鼎二,59999,59999,0,0.0,99.99,
99353,慶豐富三,3000,3000,0,0.0,100.0,
99392,宏全二,39999,39999,0,0.0,99.99,
99412,裕融二,80000,80000,0,0.0,100.0,
99587,世紀鋼七,40000,40000,0,0.0,100.0,
99588,世紀鋼八永,20000,20000,0,0.0,100.0,
